5280	146	d-m	1
147	4496	m-d	1
4496	147	d-m	1
148	5009	m-d	1
5009	148	d-m	1
149	5192	m-d	1
5192	149	d-m	1
150	5600	m-d	1
5600	150	d-m	1
151	5842	m-d	1
5842	151	d-m	1
152	4454	m-d	1
4454	152	d-m	1
153	4933	m-d	1
4933	153	d-m	1
154	5481	m-d	1
5481	154	d-m	1
155	4318	m-d	1
4318	155	d-m	1
156	4745	m-d	1
4745	156	d-m	1
157	4958	m-d	1
4958	157	d-m	1
158	4830	m-d	1
4830	158	d-m	1
159	5785	m-d	1
5785	159	d-m	1
160	5536	m-d	1
5536	160	d-m	1
161	5845	m-d	1
5845	161	d-m	1
162	4454	m-d	1
4454	162	d-m	1
163	6216	m-d	1
6216	163	d-m	1
164	5601	m-d	1
5601	164	d-m	1
165	4581	m-d	1
4581	165	d-m	1
166	5856	m-d	1
5856	166	d-m	1
167	4695	m-d	1
4695	167	d-m	1
168	6155	m-d	1
6155	168	d-m	1
169	4431	m-d	1
4431	169	d-m	1
170	5496	m-d	1
5496	170	d-m	1
171	5565	m-d	1
5565	171	d-m	1
172	6084	m-d	1
6084	172	d-m	1
173	6244	m-d	1
6244	173	d-m	1
174	5975	m-d	1
5975	174	d-m	1
175	5008	m-d	1
5008	175	d-m	1
176	4958	m-d	1
4958	176	d-m	1
177	4540	m-d	1
4540	177	d-m	1
178	4527	m-d	1
4527	178	d-m	1
179	5345	m-d	1
5345	179	d-m	1
180	4980	m-d	1
4980	180	d-m	1
181	5481	m-d	1
5481	181	d-m	1
182	5796	m-d	1
5796	182	d-m	1
183	5243	m-d	1
5243	183	d-m	1
184	6258	m-d	1
6258	184	d-m	1
185	5201	m-d	1
5201	185	d-m	1
186	6001	m-d	1
6001	186	d-m	1
187	5997	m-d	1
5997	187	d-m	1
188	5267	m-d	1
5267	188	d-m	1
189	6338	m-d	1
6338	189	d-m	1
190	6220	m-d	1
6220	190	d-m	1
191	4382	m-d	1
4382	191	d-m	1
192	5543	m-d	1
5543	192	d-m	1
193	5785	m-d	1
5785	193	d-m	1
194	5588	m-d	1
5588	194	d-m	1
195	5947	m-d	1
5947	195	d-m	1
196	5715	m-d	1
5715	196	d-m	1
197	4746	m-d	1
4746	197	d-m	1
198	5328	m-d	1
5328	198	d-m	1
199	5428	m-d	1
5428	199	d-m	1
200	5081	m-d	1
5081	200	d-m	1
201	5083	m-d	1
5083	201	d-m	1
202	5313	m-d	1
5313	202	d-m	1
203	4932	m-d	1
4932	203	d-m	1
204	4932	m-d	1
4932	204	d-m	1
205	5806	m-d	1
5806	205	d-m	1
206	5083	m-d	1
5083	206	d-m	1
207	4932	m-d	1
4932	207	d-m	1
208	5414	m-d	1
5414	208	d-m	1
209	4895	m-d	1
4895	209	d-m	1
210	5267	m-d	1
5267	210	d-m	1
211	4553	m-d	1
4553	211	d-m	1
212	5298	m-d	1
5298	212	d-m	1
213	4336	m-d	1
4336	213	d-m	1
214	5990	m-d	1
5990	214	d-m	1
215	4699	m-d	1
4699	215	d-m	1
216	5321	m-d	1
5321	216	d-m	1
217	6084	m-d	1
6084	217	d-m	1
218	4490	m-d	1
4490	218	d-m	1
219	5993	m-d	1
5993	219	d-m	1
220	5997	m-d	1
5997	220	d-m	1
221	4789	m-d	1
4789	221	d-m	1
222	5556	m-d	1
5556	222	d-m	1
223	5944	m-d	1
5944	223	d-m	1
224	5652	m-d	1
5652	224	d-m	1
225	5743	m-d	1
5743	225	d-m	1
226	5875	m-d	1
5875	226	d-m	1
227	6321	m-d	1
6321	227	d-m	1
228	5975	m-d	1
5975	228	d-m	1
229	6084	m-d	1
6084	229	d-m	1
230	5875	m-d	1
5875	230	d-m	1
231	5101	m-d	1
5101	231	d-m	1
232	4917	m-d	1
4917	232	d-m	1
233	5451	m-d	1
5451	233	d-m	1
234	5827	m-d	1
5827	234	d-m	1
235	4873	m-d	1
4873	235	d-m	1
236	5627	m-d	1
5627	236	d-m	1
237	4468	m-d	1
4468	237	d-m	1
238	4327	m-d	1
4327	238	d-m	1
239	5936	m-d	1
5936	239	d-m	1
240	5947	m-d	1
5947	240	d-m	1
241	5936	m-d	1
5936	241	d-m	1
242	4600	m-d	1
4600	242	d-m	1
243	5601	m-d	1
5601	243	d-m	1
244	5814	m-d	1
5814	244	d-m	1
245	4777	m-d	1
4777	245	d-m	1
246	5936	m-d	1
5936	246	d-m	1
247	6155	m-d	1
6155	247	d-m	1
248	5551	m-d	1
5551	248	d-m	1
249	6210	m-d	1
6210	249	d-m	1
250	5067	m-d	1
5067	250	d-m	1
251	5627	m-d	1
5627	251	d-m	1
252	5936	m-d	1
5936	252	d-m	1
253	5067	m-d	1
5067	253	d-m	1
254	6264	m-d	1
6264	254	d-m	1
255	5799	m-d	1
5799	255	d-m	1
256	4288	m-d	1
4288	256	d-m	1
257	4613	m-d	1
4613	257	d-m	1
258	5867	m-d	1
5867	258	d-m	1
259	4914	m-d	1
4914	259	d-m	1
260	5528	m-d	1
5528	260	d-m	1
261	6100	m-d	1
6100	261	d-m	1
262	5284	m-d	1
5284	262	d-m	1
263	6116	m-d	1
6116	263	d-m	1
264	6106	m-d	1
6106	264	d-m	1
265	4864	m-d	1
4864	265	d-m	1
266	5826	m-d	1
5826	266	d-m	1
267	4811	m-d	1
4811	267	d-m	1
268	5556	m-d	1
5556	268	d-m	1
269	5201	m-d	1
5201	269	d-m	1
270	5796	m-d	1
5796	270	d-m	1
271	6250	m-d	1
6250	271	d-m	1
272	6351	m-d	1
6351	272	d-m	1
273	5860	m-d	1
5860	273	d-m	1
274	4502	m-d	1
4502	274	d-m	1
275	4491	m-d	1
4491	275	d-m	1
276	5770	m-d	1
5770	276	d-m	1
277	4839	m-d	1
4839	277	d-m	1
278	5444	m-d	1
5444	278	d-m	1
279	6001	m-d	1
6001	279	d-m	1
280	6004	m-d	1
6004	280	d-m	1
281	5785	m-d	1
5785	281	d-m	1
282	6142	m-d	1
6142	282	d-m	1
283	4729	m-d	1
4729	283	d-m	1
284	6131	m-d	1
6131	284	d-m	1
285	5556	m-d	1
5556	285	d-m	1
286	6346	m-d	1
6346	286	d-m	1
287	4415	m-d	1
4415	287	d-m	1
288	4878	m-d	1
4878	288	d-m	1
289	5936	m-d	1
5936	289	d-m	1
290	5119	m-d	1
5119	290	d-m	1
291	5483	m-d	1
5483	291	d-m	1
292	5636	m-d	1
5636	292	d-m	1
293	4452	m-d	1
4452	293	d-m	1
294	6142	m-d	1
6142	294	d-m	1
295	5382	m-d	1
5382	295	d-m	1
296	5827	m-d	1
5827	296	d-m	1
297	4369	m-d	1
4369	297	d-m	1
298	5827	m-d	1
5827	298	d-m	1
299	5827	m-d	1
5827	299	d-m	1
300	6070	m-d	1
6070	300	d-m	1
301	6100	m-d	1
6100	301	d-m	1
302	6302	m-d	1
6302	302	d-m	1
303	5192	m-d	1
5192	303	d-m	1
304	6012	m-d	1
6012	304	d-m	1
305	5246	m-d	1
5246	305	d-m	1
306	5238	m-d	1
5238	306	d-m	1
307	4486	m-d	1
4486	307	d-m	1
308	5898	m-d	1
5898	308	d-m	1
309	4429	m-d	1
4429	309	d-m	1
310	5237	m-d	1
5237	310	d-m	1
311	6264	m-d	1
6264	311	d-m	1
312	4502	m-d	1
4502	312	d-m	1
313	5981	m-d	1
5981	313	d-m	1
314	5849	m-d	1
5849	314	d-m	1
315	4540	m-d	1
4540	315	d-m	1
316	4437	m-d	1
4437	316	d-m	1
317	5588	m-d	1
5588	317	d-m	1
318	5556	m-d	1
5556	318	d-m	1
319	4437	m-d	1
4437	319	d-m	1
320	4714	m-d	1
4714	320	d-m	1
321	5243	m-d	1
5243	321	d-m	1
322	4980	m-d	1
4980	322	d-m	1
323	6224	m-d	1
6224	323	d-m	1
324	4914	m-d	1
4914	324	d-m	1
325	6303	m-d	1
6303	325	d-m	1
326	4527	m-d	1
4527	326	d-m	1
327	4761	m-d	1
4761	327	d-m	1
328	4575	m-d	1
4575	328	d-m	1
329	6155	m-d	1
6155	329	d-m	1
330	5947	m-d	1
5947	330	d-m	1
331	5981	m-d	1
5981	331	d-m	1
332	5796	m-d	1
5796	332	d-m	1
333	5101	m-d	1
5101	333	d-m	1
334	5280	m-d	1
5280	334	d-m	1
335	5856	m-d	1
5856	335	d-m	1
336	6264	m-d	1
6264	336	d-m	1
337	4540	m-d	1
4540	337	d-m	1
338	4575	m-d	1
4575	338	d-m	1
339	5655	m-d	1
5655	339	d-m	1
340	4305	m-d	1
4305	340	d-m	1
341	5366	m-d	1
5366	341	d-m	1
342	5321	m-d	1
5321	342	d-m	1
343	6001	m-d	1
6001	343	d-m	1
344	4372	m-d	1
4372	344	d-m	1
345	4911	m-d	1
4911	345	d-m	1
346	5101	m-d	1
5101	346	d-m	1
347	5942	m-d	1
5942	347	d-m	1
348	5981	m-d	1
5981	348	d-m	1
349	4933	m-d	1
4933	349	d-m	1
350	5785	m-d	1
5785	350	d-m	1
351	6338	m-d	1
6338	351	d-m	1
352	5797	m-d	1
5797	352	d-m	1
353	4921	m-d	1
4921	353	d-m	1
354	5397	m-d	1
5397	354	d-m	1
355	4676	m-d	1
4676	355	d-m	1
356	5397	m-d	1
5397	356	d-m	1
357	4502	m-d	1
4502	357	d-m	1
358	5701	m-d	1
5701	358	d-m	1
359	6264	m-d	1
6264	359	d-m	1
360	5701	m-d	1
5701	360	d-m	1
361	5987	m-d	1
5987	361	d-m	1
362	5123	m-d	1
5123	362	d-m	1
363	5810	m-d	1
5810	363	d-m	1
364	5243	m-d	1
5243	364	d-m	1
365	5945	m-d	1
5945	365	d-m	1
366	5345	m-d	1
5345	366	d-m	1
367	6045	m-d	1
6045	367	d-m	1
368	5550	m-d	1
5550	368	d-m	1
369	4360	m-d	1
4360	369	d-m	1
370	4473	m-d	1
4473	370	d-m	1
371	6182	m-d	1
6182	371	d-m	1
372	4807	m-d	1
4807	372	d-m	1
373	5270	m-d	1
5270	373	d-m	1
374	5837	m-d	1
5837	374	d-m	1
375	5875	m-d	1
5875	375	d-m	1
376	5808	m-d	1
5808	376	d-m	1
377	4873	m-d	1
4873	377	d-m	1
378	4925	m-d	1
4925	378	d-m	1
379	4490	m-d	1
4490	379	d-m	1
380	4789	m-d	1
4789	380	d-m	1
381	4975	m-d	1
4975	381	d-m	1
382	4714	m-d	1
4714	382	d-m	1
383	5993	m-d	1
5993	383	d-m	1
384	6249	m-d	1
6249	384	d-m	1
385	6172	m-d	1
6172	385	d-m	1
386	4507	m-d	1
4507	386	d-m	1
387	4911	m-d	1
4911	387	d-m	1
388	6230	m-d	1
6230	388	d-m	1
389	6210	m-d	1
6210	389	d-m	1
390	6216	m-d	1
6216	390	d-m	1
391	4752	m-d	1
4752	391	d-m	1
392	4915	m-d	1
4915	392	d-m	1
393	5682	m-d	1
5682	393	d-m	1
394	4753	m-d	1
4753	394	d-m	1
395	5837	m-d	1
5837	395	d-m	1
396	5675	m-d	1
5675	396	d-m	1
397	4761	m-d	1
4761	397	d-m	1
398	5837	m-d	1
5837	398	d-m	1
399	5701	m-d	1
5701	399	d-m	1
400	6073	m-d	1
6073	400	d-m	1
401	4589	m-d	1
4589	401	d-m	1
402	5267	m-d	1
5267	402	d-m	1
403	4291	m-d	1
4291	403	d-m	1
404	6035	m-d	1
6035	404	d-m	1
405	4761	m-d	1
4761	405	d-m	1
406	6100	m-d	1
6100	406	d-m	1
407	4651	m-d	1
4651	407	d-m	1
408	4395	m-d	1
4395	408	d-m	1
409	4314	m-d	1
4314	409	d-m	1
410	5458	m-d	1
5458	410	d-m	1
411	5194	m-d	1
5194	411	d-m	1
412	6084	m-d	1
6084	412	d-m	1
413	6051	m-d	1
6051	413	d-m	1
414	5910	m-d	1
5910	414	d-m	1
415	4704	m-d	1
4704	415	d-m	1
416	5038	m-d	1
5038	416	d-m	1
417	4827	m-d	1
4827	417	d-m	1
418	4873	m-d	1
4873	418	d-m	1
419	6126	m-d	1
6126	419	d-m	1
420	5289	m-d	1
5289	420	d-m	1
421	5003	m-d	1
5003	421	d-m	1
422	4921	m-d	1
4921	422	d-m	1
423	6099	m-d	1
6099	423	d-m	1
424	6004	m-d	1
6004	424	d-m	1
425	4777	m-d	1
4777	425	d-m	1
426	5551	m-d	1
5551	426	d-m	1
427	6293	m-d	1
6293	427	d-m	1
428	6149	m-d	1
6149	428	d-m	1
429	6195	m-d	1
6195	429	d-m	1
430	6210	m-d	1
6210	430	d-m	1
431	5485	m-d	1
5485	431	d-m	1
432	5448	m-d	1
5448	432	d-m	1
433	5301	m-d	1
5301	433	d-m	1
434	5990	m-d	1
5990	434	d-m	1
435	5942	m-d	1
5942	435	d-m	1
436	5989	m-d	1
5989	436	d-m	1
437	5191	m-d	1
5191	437	d-m	1
438	5945	m-d	1
5945	438	d-m	1
439	5910	m-d	1
5910	439	d-m	1
440	5392	m-d	1
5392	440	d-m	1
441	4933	m-d	1
4933	441	d-m	1
442	4496	m-d	1
4496	442	d-m	1
443	4403	m-d	1
4403	443	d-m	1
444	5052	m-d	1
5052	444	d-m	1
445	5826	m-d	1
5826	445	d-m	1
446	5797	m-d	1
5797	446	d-m	1
447	6001	m-d	1
6001	447	d-m	1
448	5987	m-d	1
5987	448	d-m	1
449	4490	m-d	1
4490	449	d-m	1
450	4624	m-d	1
4624	450	d-m	1
451	4502	m-d	1
4502	451	d-m	1
452	5192	m-d	1
5192	452	d-m	1
453	4761	m-d	1
4761	453	d-m	1
454	5258	m-d	1
5258	454	d-m	1
455	5536	m-d	1
5536	455	d-m	1
456	4769	m-d	1
4769	456	d-m	1
457	6344	m-d	1
6344	457	d-m	1
458	6130	m-d	1
6130	458	d-m	1
459	5858	m-d	1
5858	459	d-m	1
460	5997	m-d	1
5997	460	d-m	1
461	6155	m-d	1
6155	461	d-m	1
462	4830	m-d	1
4830	462	d-m	1
463	4336	m-d	1
4336	463	d-m	1
464	4527	m-d	1
4527	464	d-m	1
465	6224	m-d	1
6224	465	d-m	1
466	5601	m-d	1
5601	466	d-m	1
467	4540	m-d	1
4540	467	d-m	1
468	5837	m-d	1
5837	468	d-m	1
469	4291	m-d	1
4291	469	d-m	1
470	4722	m-d	1
4722	470	d-m	1
471	4761	m-d	1
4761	471	d-m	1
472	6155	m-d	1
6155	472	d-m	1
473	6206	m-d	1
6206	473	d-m	1
474	5551	m-d	1
5551	474	d-m	1
475	5678	m-d	1
5678	475	d-m	1
476	4452	m-d	1
4452	476	d-m	1
477	4454	m-d	1
4454	477	d-m	1
478	4850	m-d	1
4850	478	d-m	1
479	6155	m-d	1
6155	479	d-m	1
480	4400	m-d	1
4400	480	d-m	1
481	5967	m-d	1
5967	481	d-m	1
482	4980	m-d	1
4980	482	d-m	1
483	5081	m-d	1
5081	483	d-m	1
484	4945	m-d	1
4945	484	d-m	1
485	4427	m-d	1
4427	485	d-m	1
486	5161	m-d	1
5161	486	d-m	1
487	4381	m-d	1
4381	487	d-m	1
488	6182	m-d	1
6182	488	d-m	1
489	4862	m-d	1
4862	489	d-m	1
490	4778	m-d	1
4778	490	d-m	1
491	6003	m-d	1
6003	491	d-m	1
492	5797	m-d	1
5797	492	d-m	1
493	4736	m-d	1
4736	493	d-m	1
494	5006	m-d	1
5006	494	d-m	1
495	5246	m-d	1
5246	495	d-m	1
496	5496	m-d	1
5496	496	d-m	1
497	5426	m-d	1
5426	497	d-m	1
498	6351	m-d	1
6351	498	d-m	1
499	4427	m-d	1
4427	499	d-m	1
500	4622	m-d	1
4622	500	d-m	1
501	4381	m-d	1
4381	501	d-m	1
502	5331	m-d	1
5331	502	d-m	1
503	5810	m-d	1
5810	503	d-m	1
504	4288	m-d	1
4288	504	d-m	1
505	6138	m-d	1
6138	505	d-m	1
506	5591	m-d	1
5591	506	d-m	1
507	6035	m-d	1
6035	507	d-m	1
508	4743	m-d	1
4743	508	d-m	1
509	4874	m-d	1
4874	509	d-m	1
510	5898	m-d	1
5898	510	d-m	1
511	5123	m-d	1
5123	511	d-m	1
512	5496	m-d	1
5496	512	d-m	1
513	4451	m-d	1
4451	513	d-m	1
514	5496	m-d	1
5496	514	d-m	1
515	4356	m-d	1
4356	515	d-m	1
516	5237	m-d	1
5237	516	d-m	1
517	4902	m-d	1
4902	517	d-m	1
518	5942	m-d	1
5942	518	d-m	1
519	5795	m-d	1
5795	519	d-m	1
520	5867	m-d	1
5867	520	d-m	1
521	6155	m-d	1
6155	521	d-m	1
522	4502	m-d	1
4502	522	d-m	1
523	5898	m-d	1
5898	523	d-m	1
524	4617	m-d	1
4617	524	d-m	1
525	5496	m-d	1
5496	525	d-m	1
526	5797	m-d	1
5797	526	d-m	1
527	4451	m-d	1
4451	527	d-m	1
528	5888	m-d	1
5888	528	d-m	1
529	4400	m-d	1
4400	529	d-m	1
530	5291	m-d	1
5291	530	d-m	1
531	5298	m-d	1
5298	531	d-m	1
532	6210	m-d	1
6210	532	d-m	1
533	5678	m-d	1
5678	533	d-m	1
534	6155	m-d	1
6155	534	d-m	1
535	4927	m-d	1
4927	535	d-m	1
536	5067	m-d	1
5067	536	d-m	1
537	5751	m-d	1
5751	537	d-m	1
538	4912	m-d	1
4912	538	d-m	1
539	4811	m-d	1
4811	539	d-m	1
540	5123	m-d	1
5123	540	d-m	1
541	6001	m-d	1
6001	541	d-m	1
542	5201	m-d	1
5201	542	d-m	1
543	4375	m-d	1
4375	543	d-m	1
544	4451	m-d	1
4451	544	d-m	1
545	5697	m-d	1
5697	545	d-m	1
546	4291	m-d	1
4291	546	d-m	1
547	4968	m-d	1
4968	547	d-m	1
548	4909	m-d	1
4909	548	d-m	1
549	5243	m-d	1
5243	549	d-m	1
550	6341	m-d	1
6341	550	d-m	1
551	5660	m-d	1
5660	551	d-m	1
552	4480	m-d	1
4480	552	d-m	1
553	5627	m-d	1
5627	553	d-m	1
554	5387	m-d	1
5387	554	d-m	1
555	5659	m-d	1
5659	555	d-m	1
556	5898	m-d	1
5898	556	d-m	1
557	5846	m-d	1
5846	557	d-m	1
558	4744	m-d	1
4744	558	d-m	1
559	4878	m-d	1
4878	559	d-m	1
560	5858	m-d	1
5858	560	d-m	1
561	5316	m-d	1
5316	561	d-m	1
562	6074	m-d	1
6074	562	d-m	1
563	4317	m-d	1
4317	563	d-m	1
564	5413	m-d	1
5413	564	d-m	1
565	4480	m-d	1
4480	565	d-m	1
566	5627	m-d	1
5627	566	d-m	1
567	4640	m-d	1
4640	567	d-m	1
568	5936	m-d	1
5936	568	d-m	1
569	5119	m-d	1
5119	569	d-m	1
570	6224	m-d	1
6224	570	d-m	1
571	5270	m-d	1
5270	571	d-m	1
572	5941	m-d	1
5941	572	d-m	1
573	4788	m-d	1
4788	573	d-m	1
574	6155	m-d	1
6155	574	d-m	1
575	6063	m-d	1
6063	575	d-m	1
576	5701	m-d	1
5701	576	d-m	1
577	4589	m-d	1
4589	577	d-m	1
578	5446	m-d	1
5446	578	d-m	1
579	6155	m-d	1
6155	579	d-m	1
580	5428	m-d	1
5428	580	d-m	1
581	6001	m-d	1
6001	581	d-m	1
582	5796	m-d	1
5796	582	d-m	1
583	5626	m-d	1
5626	583	d-m	1
584	6241	m-d	1
6241	584	d-m	1
585	5744	m-d	1
5744	585	d-m	1
586	4288	m-d	1
4288	586	d-m	1
587	5551	m-d	1
5551	587	d-m	1
588	6230	m-d	1
6230	588	d-m	1
589	4384	m-d	1
4384	589	d-m	1
590	4623	m-d	1
4623	590	d-m	1
591	5898	m-d	1
5898	591	d-m	1
592	5267	m-d	1
5267	592	d-m	1
593	5284	m-d	1
5284	593	d-m	1
594	5751	m-d	1
5751	594	d-m	1
595	5677	m-d	1
5677	595	d-m	1
596	5435	m-d	1
5435	596	d-m	1
597	6110	m-d	1
6110	597	d-m	1
598	6322	m-d	1
6322	598	d-m	1
599	4954	m-d	1
4954	599	d-m	1
600	5588	m-d	1
5588	600	d-m	1
601	4740	m-d	1
4740	601	d-m	1
602	5245	m-d	1
5245	602	d-m	1
603	5678	m-d	1
5678	603	d-m	1
604	5797	m-d	1
5797	604	d-m	1
605	5797	m-d	1
5797	605	d-m	1
606	5898	m-d	1
5898	606	d-m	1
607	6185	m-d	1
6185	607	d-m	1
608	5273	m-d	1
5273	608	d-m	1
609	4714	m-d	1
4714	609	d-m	1
610	5588	m-d	1
5588	610	d-m	1
611	5625	m-d	1
5625	611	d-m	1
612	5744	m-d	1
5744	612	d-m	1
613	6160	m-d	1
6160	613	d-m	1
614	5999	m-d	1
5999	614	d-m	1
615	5941	m-d	1
5941	615	d-m	1
616	4877	m-d	1
4877	616	d-m	1
617	6169	m-d	1
6169	617	d-m	1
618	4424	m-d	1
4424	618	d-m	1
619	6250	m-d	1
6250	619	d-m	1
620	5119	m-d	1
5119	620	d-m	1
621	4705	m-d	1
4705	621	d-m	1
622	5446	m-d	1
5446	622	d-m	1
623	5856	m-d	1
5856	623	d-m	1
624	4678	m-d	1
4678	624	d-m	1
625	5370	m-d	1
5370	625	d-m	1
626	5301	m-d	1
5301	626	d-m	1
627	5949	m-d	1
5949	627	d-m	1
628	5515	m-d	1
5515	628	d-m	1
629	4758	m-d	1
4758	629	d-m	1
630	5867	m-d	1
5867	630	d-m	1
631	5319	m-d	1
5319	631	d-m	1
632	6214	m-d	1
6214	632	d-m	1
633	6351	m-d	1
6351	633	d-m	1
634	5119	m-d	1
5119	634	d-m	1
635	4715	m-d	1
4715	635	d-m	1
